name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name
etndard_4m,77.0,87.1,1.65,1.27,5.02,3.55,1258.0,54.63,1.21,1.75,0.48,0.69,8.0,,,1.33,,1.0,Etendard_IVM
f-100d,587.0,59.42,1.36,1.34,1.58,1.64,5033.0,59.63,1.16,1.44,0.38,0.45,582.0,95.0,8.11,2.19,0.18,0.05,F-100D
mig-19pt,498.0,43.87,1.94,1.72,0.02,0.02,3359.0,58.4,1.43,1.8,0.06,0.06,8.0,,,,,,MiG-19PT
javelin_fmk9,216.0,43.06,1.28,1.22,,,468.0,50.81,1.4,1.44,0.14,0.12,63.0,100.0,7.46,2.64,,,Javelin_F.(A.W.)_Mk.9
f-86k_late,64.0,80.56,8.0,6.68,0.81,0.72,178.0,30.48,1.8,2.04,0.21,0.15,12.0,,,5.43,,0.71,F-86K
hunter_f6,344.0,49.97,2.51,2.01,0.35,0.28,2116.0,53.02,1.71,2.13,0.59,0.74,138.0,100.0,12.0,3.15,2.0,0.34,Hunter_F.6
md_450b_barougan,136.0,74.64,1.5,1.16,4.96,3.74,1316.0,64.41,0.7,0.8,0.97,1.12,38.0,,,1.67,,1.83,M.D.450B_Barougan
me-262c-2b,66.0,78.26,3.38,3.79,1.04,0.98,576.0,81.08,2.93,6.4,0.28,0.61,,,,,,,Me_262_C-2b
mig-15bis_ish,61.0,60.0,1.3,1.19,2.4,2.62,681.0,52.98,0.54,0.59,0.6,0.65,6.0,,,,,,MiG-15bis_ISH
f-86f-35,99.0,85.0,3.28,1.56,3.47,1.11,4094.0,49.8,1.02,1.22,0.53,0.63,,,,,,,F-86F-35
